Vorderseite;Rückseite
"```java<br>int x = 7;<br>for (int i = 1; i <= 3; i++) {<br>    x -= i++ / 2;<br>    System.out.print(x);<br>}<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[Start: x=7, i=1] --> B{i ≤ 3?}<br>    B -- wahr --> C[i++ nutzt i]<br>    C --> D[x -= i/2]<br>    D --> E[print x]<br>    E --> F[i++ im Kopf]<br>    F --> B<br>    B -- falsch --> G[Ende]<br>    style A fill:#e1f5fe<br>    style G fill:#c8e6c9</div><br><br><strong>Output:</strong> <code>76</code> | <strong>Index:</strong> <code>3</code><br><br><table><tr><th>Schritt</th><th>i vor</th><th>i++ nutzt</th><th>i nach</th><th>i/2</th><th>x</th><th>print</th></tr><tr><td>1</td><td>1</td><td><strong>1</strong></td><td>2</td><td>0</td><td>7</td><td><code>7</code></td></tr><tr><td>2</td><td>3</td><td><strong>3</strong></td><td>4</td><td>1</td><td>6</td><td><code>6</code></td></tr></table>"
"```java<br>int x = 6;<br>for (int i = 1; i <= 3; i++) {<br>    x -= i / 2;<br>}<br>System.out.print(x);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=1 to 3] --> B[x -= i/2]<br>    B --> A<br>    A --> C[print x]</div><br><br><strong>Output:</strong> <code>4</code> | <strong>Index:</strong> <code>0</code>"
"```java<br>for (int i = 0; i < 3; i++) {<br>    for (int j = 0; j < 3; j++) {<br>        if (i + j / 2 == 2) break;<br>        System.out.print(j);<br>    }<br>}<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=0 to 2] --> B[j=0 to 2]<br>    B --> C[i + j/2 == 2?]<br>    C -- ja --> D[break]<br>    C -- nein --> E[print j]<br>    E --> B<br>    D --> A</div><br><br><strong>Output:</strong> <code>01201</code> | <strong>Index:</strong> <code>3</code>"
"```java<br>int x = 4;<br>while (--x > 1) {<br>    System.out.print(x / 2);<br>    if (x == 2) break;<br>}<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[--x > 1?] --> B[print x/2]<br>    B --> C[x == 2?]<br>    C -- ja --> D[break]<br>    C -- nein --> A</div><br><br><strong>Output:</strong> <code>11</code> | <strong>Index:</strong> <code>2</code>"
"```java<br>int x = 3, y = 4;<br>for (int i = 0; i < 2; i++) {<br>    y += x++ / 2;<br>}<br>System.out.print(x + "":""" + y);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=0 to 1] --> B[x++ nutzt x]<br>    B --> C[y += x/2]<br>    C --> A<br>    A --> D[print x:y]</div><br><br><strong>Output:</strong> <code>5:7</code> | <strong>Index:</strong> <code>3</code>"
"```java<br>for (int i = 1; i <= 3; i++) {<br>    for (int j = i; j >= 1; j--) {<br>        System.out.print(j / 2);<br>    }<br>    System.out.println();<br>}<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=1 to 3] --> B[j=i to 1]<br>    B --> C[print j/2]<br>    C --> B<br>    B --> D[println]</div><br><br><strong>Output:</strong> <code>\n0\n10\n110</code> | <strong>Index:</strong> <code>1</code>"
"```java<br>int x = 5;<br>int y = (x-- / 2 > 2) ? x++ : --x;<br>System.out.print(y);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[x-- → 5, x=4] --> B[5/2 > 2?]<br>    B -- ja --> C[x++]<br>    B -- nein --> D[--x → x=3]<br>    D --> E[y=3]</div><br><br><strong>Output:</strong> <code>3</code> | <strong>Index:</strong> <code>2</code>"
"```java<br>int i = 0;<br>while (i++ < 4) {<br>    if (i / 2 == 1) continue;<br>    System.out.print(i);<br>}<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i++ < 4?] --> B{i/2 == 1?}<br>    B -- ja --> C[continue]<br>    B -- nein --> D[print i]<br>    D --> A</div><br><br><strong>Output:</strong> <code>13</code> | <strong>Index:</strong> <code>1</code>"
"```java<br>int x = 6;<br>do {<br>    System.out.print(x / 2);<br>    x--;<br>} while (x > 3 || x / 2 == 2);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[do] --> B[print x/2]<br>    B --> C[x--]<br>    C --> D[x>3 || x/2==2?]<br>    D -- ja --> B<br>    D -- nein --> E[Ende]</div><br><br><strong>Output:</strong> <code>322</code> | <strong>Index:</strong> <code>1</code>"
"```java<br>int sum = 0;<br>for (int i = 1; i <= 5; i++) {<br>    if (i / 2 == 2) sum += i;<br>}<br>System.out.print(sum);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=1 to 5] --> B{i/2 == 2?}<br>    B -- ja --> C[sum += i]<br>    B -- nein --> A<br>    C --> A</div><br><br><strong>Output:</strong> <code>9</code> | <strong>Index:</strong> <code>3</code>"
"```java<br>int x = 2;<br>if (++x / 2 == 1 || x++ / 2 == 1) {<br>    System.out.print(""A"");<br>} else {<br>    System.out.print(""B"");<br>}<br>System.out.print(x);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[++x → x=3] --> B[3/2 == 1?]<br>    B -- ja --> C[A]<br>    B -- nein --> D[x++ / 2 == 1?]<br>    C --> E[print x]</div><br><br><strong>Output:</strong> <code>A3</code> | <strong>Index:</strong> <code>0</code>"
"```java<br>int count = 0;<br>for (int i = 0; i < 3; i++) {<br>    for (int j = 0; j <= i; j++) {<br>        count += j / 2;<br>    }<br>}<br>System.out.print(count);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=0 to 2] --> B[j=0 to i]<br>    B --> C[count += j/2]<br>    C --> B<br>    B --> A</div><br><br><strong>Output:</strong> <code>1</code> | <strong>Index:</strong> <code>2</code>"
"```java<br>int x = 2, y = 5;<br>for (int i = 0; i < 2; i++) {<br>    x += ++y / 2;<br>}<br>System.out.print(x + "":""" + y);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[i=0 to 1] --> B[++y]<br>    B --> C[x += y/2]<br>    C --> A<br>    A --> D[print x:y]</div><br><br><strong>Output:</strong> <code>8:7</code> | <strong>Index:</strong> <code>3</code>"
"```java<br>int x = 5;<br>int y = (--x / 2 == 2) ? x++ : ++x;<br>System.out.print(y);<br>```<br><br>Was wird ausgegeben?";"<div class='mermaid'>flowchart TD<br>    A[--x → x=4] --> B[4/2 == 2?]<br>    B -- ja --> C[x++ → 4, x=5]<br>    B -- nein --> D[++x]<br>    C --> E[y=4]</div><br><br><strong>Output:</strong> <code>4</code> | <strong>Index:</strong> <code>0</code>"
